address,zipcode,bathrooms,bedrooms,dateposted,description,type,latitude,Area,longitude,price,built
6 Rock Lake Hts NW,T3G0G1,0.0,,2022-06-25,"BUILDERS AND INVESTOR ALERT! RARE Opportunity to Purchase any one of Twenty LUXURY lots in the NW Community of Rocky Ridge. CHOOSE the Builder of your choice to build your dream home! Front walk-out, back walk-out, partially walk-out, and flat lots are avalible.  Some lots backs onto a Green Space and while others directly onto an Environmental Reserve and Pond, with Rock Lake directly in front! Beautiful SW Views of the Rocky Mountains! With lot sizes ranging from 5000 Sq Ft up to 9000 Sq Ft, it leaves room to build your dream home! These magnificent lots provides a balance between Luxury, and affordability in today's market. These lots are close to all amenities from YMCA, one of Western Canadas best Leisure Centers, a short 5 min drive away, to Shopping, Schools, and the LRT Station.  Don't miss out on this once-in-a-lifetime opportunity!",LOT,51.149673,0.0,-114.23734,529900,
407 Patterson Blvd SW,T3H3N6,0.0,,2022-06-25,"Multiple different sizes of lots ( lot 2, 13 and 14,)  for you to choose from ranging from 6,700 to 7,700 sq ft. All of them serviced lots in phase 2 & 3 of development. Just bring your plans and builder to start your dream home! All lots come with backyards facing park. Private lots with an abundance of green space, walking paths and trails, overlooking breathtaking mountain and valley views, and sunsets to the West. Come early to have your choice of a variety of lots. The magnificent lots truly provide an exemplary balance of elegance and function, with architectural controls in place to maintain high quality and standards in the community! Contact your Realtor to find out all the lots that are available to purchase.",LOT,51.071705,0.0,-114.18826,429000,
3000 S Citadel Meadow Poin NW #104,T3G5N5,1.0,2.0,2022-06-17,"Welcome to Citadel Point, a well maintained 2 bedroom ground level unit with sunny patio.  All new laminate flooring and step in showing in bathroom. The kitchen boasts a great open concept, has lots of cupboard space and  a raised Island/bar which accommodates bar stools perfect for entertaining.  This unit has in-suite laundry and newly added fiber optic cable. surrounded by greenery and a private walking path just steps from the patio.  Condo fees are very reasonable including electricity, water, and heat! Units in this building go fast so don't sleep on this one book a private showing fast!",APARTMENT,51.149853,843.0,-114.18414,219000,2003.0
117 W Carringham Way NW,T3P1N4,3.0,3.0,2022-06-03,"This BRAND New SOUTH BACK YARD is recently built by Mattamy Homes and is ideal for summer days to have fun with friends! The main floor has a 9’ ceiling, neutral colours, and Luxury Vinyl Plank Flooring throughout leading you to an Open Concept Kitchen, Living room and a Half Bathroom well located close to the entrance. The spacious living room features large windows that has loads of Natural Light. The SECOND FLOOR features a fabulous bonus room with bright windows. The Master Suite offers an ensuite with a walk- in 4pc ensuite bath and awesome walk-in closet. Two other good sized bedrooms, 5pc main bath & convenient UPPER FLOOR LAUNDRY.  The home LOCATED AT A PRIME LOCATION, Close to park and play ground, transit, and short distance from major highways, schools, shopping and other amenities. This is a must-see property you don't want to miss.",SINGLE_FAMILY,51.186424,,-114.09368,679990,2022.0
208-823 5th Ave NW #208,T2N0R7,1.0,1.0,2022-05-27,"located in Bucci's VEN development. Ultra-Modern open concept design with large windows letting in lots of light. Kitchen features, quartz counter-tops, stylish cabinets and back-splash, high end Bosch appliances including a gas range! Spa-like bathroom with separate tub and glass enclosed shower. Generous sized bedroom with large walk-in closet. In-suite laundry has stacked washer and dryer. Secure Underground parking and storage locker included. The balcony has a gas BBQ hook-up. This building is Built Green Certified with features like low-flow faucets, dual-flush toilets and motion sensor lighting in every bathroom. Situated on a quiet street, just steps to Sunnyside LRT, and close to all the amenities Sunnyside and neighbouring Kensington have to offer!",CONDO,51.056988,601.0,-114.087456,309900,2015.0
823 S 5th Ave NW #208,T2N0R5,1.0,1.0,2022-05-26,"located in Bucci’s VEN development. Ultra-Modern open concept design with large windows letting in lots of light. Kitchen features, quartz counter-tops, stylish cabinets and back-splash, high end Bosch appliances including a gas range! Spa-like bathroom with separate tub and glass enclosed shower. Generous sized bedroom with large walk-in closet. In-suite laundry has stacked washer and dryer. Secure Underground parking and storage locker included. The balcony has a gas BBQ hook-up. This building is Built Green Certified with features like low-flow faucets, dual-flush toilets and motion sensor lighting in every bathroom. Situated on a quiet street, just steps to Sunnyside LRT, and close to all the amenities Sunnyside and neighbouring Kensington have to offer!",APARTMENT,51.058235,,-114.0837,309900,2015.0
602 E 26th Ave NW,T2M2E5,2.0,1.0,2022-05-24,"Great opportunity for a wide array of buyers;  whether you are a new time buyer looking for that first property,  an investor looking for a holding property or a developer looking to build..... this property has it all.  Currently this property is being rented as an Air B&B with separate up and down rents.  The single detached garage is also rented which helps cover costs.  Upstairs has one bedroom, one bathroom, full laundry, open kitchen and a very bright south facing  front living room.  Basement has a large secondary bedroom , 4 piece bathroom, dining area as well as a kitchen sink, fridge and area for a hotplate which the current guests use to cook with. The backyard is fully fenced a private.  Enjoy a prime inner city lot that sides onto a park, is walking distance to all levels of schooling, Confederation Park, restaurants, pubs, grocers, major transit routes and the down town core.  Seller will provide a roofing allowance on an accepted offer.  Please call your favorite Realtor today for a private viewing.",SINGLE_FAMILY,51.076168,567.0,-114.074196,420000,1950.0
837 NW 2nd Ave SW #505,T2P0E6,2.0,2.0,2022-04-25,"Steps to the Bow River, Peace Bridge & the river pathway system in a quiet cul-de-sac exclusive to this luxurious building, the Point On The Bow offers unobstructed panoramic river, valley and city views through the floor to ceiling windows of this 1709 sq ft 2 bedroom & den air conditioned executive unit. The open plan offers stunning hardwood floors, gas fireplace, and access to one of your two balconies.  The kitchen features granite countertops, cherry wood cabinetry, eat up bar, and stainless appliances with built in oven and gas range. Continuing to the bedroom wing of the unit you will find two spacious bedrooms plus a den/office which sits between the two bedrooms for added separation. The quaint den is perfect for those who need an at-home office space or perfect for a reading room with its cozy gas fireplace and can easily be converted to a third bedroom. The master suite is perfect for relaxation with the oversized room with another gas fireplace, its own private balcony, walk in closet, and 5pc ensuite which includes 2 sinks, granite countertops, built-in deep soaker tub, spacious shower with bench. Laundry room features Miele washer/dryer with sink and extra space for additional storage. This unit features 2 titled underground parking stalls (#126 and #129) plus an oversized titled storage room #118. This suite has been perfectly maintained and offers an outstanding opportunity to create your dream oasis in the heart of Calgary. Point on the Bow is a well managed and maintained boutique building with only 38 residences and includes amenities such as 24/7 concierge service, car wash bay, indoor pool, steam room, gym, social room, and eye-catching atrium lobby with water wall feature and tropical gardens. Located just steps to the Bow River Pathways and Eau Claire Park, coffee shops, fine dining, shopping, and the downtown core. With the incredible management of this complex, this is a wonderful property for those who love to travel and ensure that their property is being taken care of.",APARTMENT,51.051582,1709.0,-114.07966,949000,1999.0
139 W Panatella Clos NW,T3K6C9,4.0,5.0,2022-04-01,"Investor Alert Property has been rented for $2800.00 plus utilities, until May 31st  2023. If anyone is interested in this property they will have to account for the tenant as well. Outstanding home that stands out from all the rest with over 3451 sq ft of total living space! Amazing location with a beautiful yard minutes to the School. Upon entry you are greeted with an exceptional bright and open contemporary floor plan large living area, accent lighting, dining room, fireplace, rich wood flooring, wall of windows spanning the back of the home providing a fantastic feeling of space and tranquility with patio door that goes to the deck and gorgeous large sunny rear yard. Designer chef's kitchen offers upgraded stained cabinetry showing off the details, gorgeous granite counters and great cupboard space next to the the Walk thru large pantry, and perfect dining room that is poised to host many dinner nights with friends with splendid views of the manicured sunny yard. The 2 piece powder room with designer accents, main floor mudroom, spacious laundry room and attached double car garage complete the main. Upper floor experience enjoys designer stair railings with a spectacular spacious master suite, a large window, walk in closet, luxurious fully upgraded ensuite with comfort height vanity, separate shower and storage! Across the hall is a large second+third bedroom, a clean 4 piece bath with modern fixtures and an entertainers dream bonus room perfect for those Netflix cozy nights. Lower floor offers an exceptional quality development with recreation room which is an entertainers dream space that hosts a games area, gym/theatre, fireplace, lower bath, 2 more bedrooms and amazing storage! As you are taking it all in don't forget to notice the upgraded lighting that perfectly complements this home. Step outside into your very own sunny back yard garden with large upgraded deck, beautiful landscaping, BBQ area and seating to enjoy a quiet night or host your guests and stone front facade. Opportunity Knocks! Come enjoy the quiet setting, ample parking, minutes to shopping, schools, water, parks, and great access routes, walk to athletic fields and excellent access to transit, ring road, close to major grocery stores and various other BIG BOX stores. If you are looking for an excellent priced home in the city with great square footage and luxury feel, this is your next home! Call today for your viewing!",SINGLE_FAMILY,51.16605,,-114.07536,865786,2005.0
289 Sage Hill Cir NW,T3R1J1,3.0,3.0,2022-03-04,"New construction Investment opportunity. Still available upgrade and material selections are still possible ( Cabinetry, stone, LVP, and carpet color), for this 3 level home featuring 3 bedrooms and 2.5bathrooms, with an optional 4th Bedroom or flex room on the main floor. this well-located luxury townhome includes a maintenance-free exterior consisting of high-quality materials such as acrylic stucco, steel siding, and stone facia. The oversized double side-by-side garage provides comfortable parking for large two vehicles. The east/west facing balconies on the main floor let plenty of natural sunlight soak in. The 9' ceilings further emphasize a bright and open main floor plan which contains the living room, dining area, and large kitchen. The contemporary kitchen is completed with a 42"" cabinet riser, stainless steel appliances, and a sizeable island with a breakfast bar. The 3rd floor contains 3bedrooms 2full bathrooms with a valuated ceiling in the Master bedroom as well. This home is thoughtfully designed as your comfort and convenience have been taken care of. Feel free to inquire about other pre-construction townhomes that are being offered as well. The area size was calculated by applying the RMS to the blueprints provided by the builder.",TOWNHOUSE,51.16953,1733.0,-114.134674,549000,2023.0
921 E 41st St SW,T3C1X3,4.0,4.0,2021-11-13,"This BRAND-NEW semi-detached infill is on a quiet, mature street in Rosscarrock. Built by Ace Homes, it offers top-notch finishes with over 2,600 ft of living space across three levels, plus 4 BEDROOMS and 3 FULL BATHROOMS.  Well thought out this home offers many upgrades that you wouldn't typically find in an infill from the chef's inspired kitchen w/a walkthrough coffee counter& butler’s pantry, 2-way fireplace, and a custom rear mudroom with lots of storage this home appeals to the buyer who wants something out of the ordinary. The central kitchen features ceiling-height custom cabinetry with undermount lighting, a modern tile backsplash, a built-in pantry, designer pendant lights, and a massive island with ample bar seating. This property also has a premium stainless steel appliance package! The spacious living room focuses on a stunning 2-way gas fireplace offset with a built-in TV counter and offers easy access to the rear deck and backyard through dual glass sliding doors, nicely combining your indoor/outdoor living spaces. Around the corner is a coffee counter/butler’s pantry with a bar sink and lots of cabinet storage & is a perfect space for small appliance storage and to keep your morning coffee frenzy hidden away. Tucked behind the coffee bar area is the rear mudroom with tons of built-in storage, a built-in bench, and storage lockers. Finishing off this level, the large dining room offers a custom feature wall and oversized windows, allowing lots of natural light into the home. Upstairs the elegant master suite features soaring vaulted ceilings, oversized windows, and a massive walk-in closet with ample storage for both his and her needs! The spa-inspired master ensuite is elegantly finished with heated tile floors, quartz countertops, dual under mount sinks, a freestanding soaker tub, and a stunning glass shower with a built-in bench and steam rough-in. Two additional good-sized bedrooms, each with walk-in closets, share the  4-piece bathroom with tile floors, modern vanity and a fully tiled tub/shower combo. A large laundry room  with a sink and custom cabinetry completes the upstairs. Downstairs, the fully developed basement has upgraded carpet, a large 4th bedroom, and a spacious rec room with a wet bar. Rare for many homes, this level also features a home gym area. Rosscarrock is a great family-oriented neighbourhood conveniently located close to Westbrook Mall, Shaganappi Point Golf Course, the Bow River Pathways, and just minutes from downtown via Bow Trail! *RMS are taken from builder’s plans and subject to change upon completion. Photos are from a similar project.",MULTI_FAMILY,51.044266,,-114.14708,859900,2022.0
4681 S Hamptons Way NW,T3A6N6,5.0,6.0,2021-10-28,"2 stories walk-out situated in one of the finest lots that back onto the Hamptons Golf Course, giving you exceptional panoramic view for all seasons! This one-of-a-kind estate home features 6 bedrooms, 4.5 baths, 3 cars garage, triple pane windows, in-floor heating with over 4600 Sq. Ft. of total living space. A large foyer leads you to a spacious living room with a fireplace; it overlooks the dining room and the kitchen. Perfect setup for entertaining guests. Efficient U-shaped kitchen with gas cooktop, granite countertop, a newer fridge and dishwasher (purchased less than one year old), and numerous cupboards and drawers.  Along with the abundance storage in the kitchen, the main floor also includes two 5’ coat closets and 2 floor-to-ceiling pantries. An office is at the front with a built-in wall shelf. On the 2nd floor you’ll find 3 bedrooms, 3 full baths, and a huge bonus room. The Master bedroom features a beautiful view, a 5-piece ensuite including a steam shower, a jetted tub, and a spacious walk-in closet. A fully furnished walk-out basement includes 3 more bedrooms, all with closets and egress windows. Other features include newer laminate flooring and upgraded newer carpet (installed Aug, 2020), gas connection for your gas BBQ at the back, aggregated concrete driveway at the front, an underground sprinkler system, and a central vacuum system. Overall, a great home on a great lot with lots of space for a big family.",SINGLE_FAMILY,51.149982,3369.0,-114.15727,1289900,2002.0
75 Bowdale Cres NW,T3B1J2,2.0,3.0,2021-10-24,"3.9 acres on Bowdale Cres. Classy 901 sqft  bungalow has been nicely upgraded. Stunning views of downtown Calgary. Extensive frontage on Bowdale Crescent, which is ideal for future development or a limited range of temporary uses (as stated under S-FUD zoning) until the land is re-zoned. Incredible opportunity for investors and developers. Would be a great holding property with lower taxes for the interim and many discretionary uses, (see supplements).",SINGLE_FAMILY,51.07578,901.0,-114.18182,2750000,1952.0
30 SE Carringsby Way NW,T3P1R9,3.0,4.0,2022-12-08,"** WATCH 3D TOUR** Welcome to this Brand New, Never-occupied house features 9-foot knockdown ceiling, Central Air conditioning, stylish and upgraded kitchen including Stainless-steel appliances with chimney hood fan and built-in microwave, waterline to fridge, gas cooking Rough-in, walk-through pantry and granite counter tops with under mount sinks. It comes with many upgrades. Besides that, Main floor has a bedroom with window and there is a 2pcs washroom on the main floor. As you enter you will be impressed by the open concept layout and excellent use of space throughout the home and spacious living area with pot lights and big windows at the back which allows lots of natural light inside the house and it has separate entrance to the basement. Upstairs has 3 large bedrooms comes with walk- in closets, 2 full bathrooms, a laundry room, and a bonus room. The primary bedroom with a huge window which brings in a lot of sunlight even during the evening. The primary bedroom comes with a huge 5pc ensuite and right beside the primary bedroom, you have a huge central family bonus room with Pot Lights and the other 2 bedrooms share a 3pc bathroom that has been upgraded from tub to standing shower. The upper-level laundry room includes Washer and Dryer. The unfinished basement with separate entrance has 9-foot ceiling and an additional big size window offers a great layout awaiting your future development. Don't miss this opportunity to own a beautiful and upgraded property in posh community Carrington.",SINGLE_FAMILY,51.179626,,-114.09031,729990,2022.0
35 Rockford Park NW,T3G0E1,4.0,4.0,2022-12-15,"Fantastic OPPORTUNITY to have YOUR OWN ""NEW HOME"" on their FANTASTIC HOMESITE in this exclusive ESTATE community of ROCKYRIDGE!!! The SOONER the buyer CHOOSES FROM THE OPTIONS, the BETTER! This HUGE lot is in a very DESIRABLE LOCATION, w/757 SQ. MT. SOUTH EAST FACING LOT w/a WALKOUT Location in a ""QUIET"" PRIVATE CUL DE SAC w/Reasonable Architectural Controls + is priced right. This BEAUTIFUL HOME by BRADFORD HOMES LTD. will feature a SEPARATE BOILER for heating, In-slab HEATED basement + HIGH-END KOLBE Windows + Doors, 4 SEPARATE ZONES for HEATING control + COMFORT (6 THERMOSTATS throughout HOME) + A/C INCLUDED.  Options - There is a MR -inlet + POND for an ICE RINK in winter/with FANTASTIC neighbors that clear the pond. The MASSIVE WINDOWS are super bright + are 21% LARGER than the BLUEPRINTS.  Exterior will be finished w/ACRYLIC WHITE STUCCO, BLACK Windows.  SPECTACULAR CURB APPEAL , exposed AGGREGATE DRIVEWAY + TRIPLE CAR HEATED GARAGE including garage door openers!!! Landscaping will be ready for LOAM + SOD.  WALKOUT Basement will be framed and INSULATED + POLYED. TUCKED BACK from NOISE, you can actually get to KNOW YOUR NEIGHBOURS. A GREAT option to get OUT of the City + be SURROUNDED by the BEAUTY with panoramic views of the ROCKY MOUNTAINS, CITY, AND RIVER VALLEY. An EASY 25 min drive into downtown CALGARY (+ look at those MOUNTAIN VIEWS as you drive in!!!) so you are STILL CLOSE to City Amenities, this area is great to TAKE IT EASY + RELAX or EASY access to the MOUNTAINS for you to GET AWAY if you prefer! Right out your front door the DEVELOPER put in an ADJOINNG PATHWAY that is only a 5 minute walk to ROCKYRIDGE'S YMCA NEWEST LEISURE FACILITY!!!  Not far from SCHOOLS if you have children. DON'T WAIT to take a DRIVE BY because you'll BE ENCHANTED + NOT MANY of these types of LOCATIONS are LEFT!!  PUT this GREAT BUY on your MUST SEE LIST!!!",SINGLE_FAMILY,51.153023,,-114.23724,1385900,2023.0
533 E Sage Hill Rd NW,T3R1W8,3.0,3.0,2022-11-29,"The Alloy 18 by Calbridge Homes is a modern townhome, ready in March 2023, featuring a spacious front porch and an open concept main floor including a front great room allowing for lots of natural light, a cozy dining area and large kitchen with a corner pantry, stainless steel appliances and a large island with eating ledge for family and friends to gather around. Upstairs, find a roomy primary bedroom with a huge walk in closet that brings in natural light through a window, an ensuite with dual sinks, a laundry area so the whole family can help out at chore time, and 2 more spacious bedrooms with ample closet space. Other features include front and rear landscaping, optional lower level development, a detached double garage, and all with NO CONDO FEES! Photos are representative.",TOWNHOUSE,51.17376,,-114.14185,499500,2022.0
31 E Sage Valley Dr NW,T3R0C8,3.0,3.0,2022-11-15,"***OPEN HOUSE | SATURDAY DECEMBER 17, 2022 12PM - 2PM & 2PM -4PM***                                                                                                                                                                                               Check out this beautiful spacious home in the popular community of Sage Hill. Showcasing 3 bedrooms, 2.5 bathrooms, and a double attached garage, this home is designed to fit the needs of any family that chooses this lovely home. As you step into the open-concept main floor, you’ll be greeted with gleaming wood laminate flooring, serene neutral-colored walls, central air conditioning, high ceilings and plenty of natural light through the massive windows making this house picture-perfect.  The living room with a cozy center fireplace sets off that warm and inviting vibe perfect for relaxation. Bring out your inner chef in the fully functional kitchen offering plenty of wood cabinetry, ample counter space, and modern kitchen appliances next to the dining area big enough to accommodate a large table to fit the whole family. Sliding doors in the dining area give you access to the deck where you can relax after a good meal and have afternoon talks with friends. Rounding out the main level is the laundry room with plenty of storage space and a guest bathroom. Upstairs, wake up to a spectacular view in the great-sized primary bedroom offering a generous walk-in closet and a 4 pc ensuite. Down the hall are 2 more large bedrooms and a 3 pc bathroom. Whether you’re playing board games or watching TV as a family, getting some quality alone time with a book, the upper-level family room is meant to accommodate all these activities and more. The basement is unfinished and awaits your future development. The large fully fenced backyard is beautifully landscaped - enjoy a family BBQ and still have plenty of privacy. Tons of yard space whether it be for entertaining, toddlers, or pets. The double attached garage has lots of space for 2 cars, storage, and a work area.  Prime location with grocery, restaurants, shopping, and cafes for your morning coffee routine is just minutes away. Just a short drive to Parks, schools, transits, and many other amenities. Great value for this move-in-ready home in a terrific neighborhood! Do not miss this great opportunity!",SINGLE_FAMILY,51.182407,1650.0,-114.14757,549900,2008.0
60 S Panatella St NW #1314,T3K0M3,2.0,3.0,2022-11-19,"INCREDIBLE RARE 3 BEDROOM unit on the third floor!  This gorgeous CORNER UNIT has an abundance of windows boasting natural sunlight throughout.  Lovely private south balcony overlooking green space,  playgrounds, pathways and beautiful panoramic views.  This beautiful unit also features laminate flooring throughout and 2 NEW REMODELED BATHROOMS!  This OPEN CONCEPT home offers 1350 SQ FT of comfortable living space.  Adjacent to the newly renovated large kitchen, with an extended island, you will find a generously sized uniquely designed dining area, that leads into a spacious living room.  This unit provides a great layout with bedrooms being situated on opposite ends, providing privacy from the main living area.  The master suite  offers a large walk in closet , as well as an updated 3 piece ensuite bath.  There is an added large storage room in the unit to hold all your necessities. This apartment comes with a TITLED UNDERGROUND HEATED STALL.  The unit is two doors down from the elevator, to allow easy access. The building is well managed with lots of visitor parking and conveniently located with easy access to Stoney Trail, grocery Stores, restaurants, public transportation, two elementary and middle schools within 2 blocks.  Condo fees INCLUDES ALL UTILITIES.",APARTMENT,51.165146,,-114.09107,344900,2008.0
30 SE Martinridge Way NE,T3J3C8,3.0,4.0,2022-12-12,"Location! Location! Location! A great starter home or investment property on an R-C2 lot. Live up and possibly rent down. The main floor of this home offers a large living room with bay windows, a 2 pc powder room, and a decent size kitchen with an opening dining/nook concept that leads to the private backyard. Upstairs are 2 bedrooms, a large primary bedroom, and a full bathroom. Down below, the basement has a separate entrance and fully finished living area, full bathroom, bedroom, and a kitchenette. Separate laundry up and down. New roof as of 2020. Stainless Steel appliances. Close to all amenities, schools, parks & playgrounds. Call your realtor today for a private tour.",SINGLE_FAMILY,51.113808,,-113.96292,444900,1992.0
151 Legacy Main St N #6416,T2X4A4,2.0,2.0,2022-12-15,"Like NEW condition, but better!  With this unit, it is truly move in ready, with finishings like window coverings, closet organizers, air conditioning, and NO GST! Step inside to this bright, open top floor unit.  You are greeted by a view through the main living space, looking right out to your large balcony.  The spacious kitchen boasts a large island, stainless steel appliances, and plenty of storage.  Built in just off the kitchen is a desk area.  The large living room area leads to your private balcony with room for seating and a BBQ.  Off the main living area is your master retreat with plenty of natural light, a large walk-through closet, and spacious master bath with his and hers sinks.  At the back of the unit is your second bedroom or den, and a second 4-piece bath.  Complete with a titled parking space, and an assigned storage space, Walking distance to all the new and upcoming amenities in Legacy.  This unit is truly move in ready, and available for immediate possession.  Book your showing today!",APARTMENT,50.86074,,-114.02384,290000,2020.0
417 Auburn Bay Dr SE,T3M0R2,4.0,5.0,2022-12-07,"Absolutely gorgeous with LAKE ACCESS,  air conditioning, triple pane windows, granite counters, beautiful hardwood floors, a chef's kitchen with granite counters, an office/den on the main, 9' ceilings and much more! The upstairs boasts a bright bonus room with access to the deck over the garage, large  master bedroom which features a 5 pc bath and walk in closet, two children's bedrooms which share a 4pc bath and the laundry room is conveniently located on the upper floor as well. The basement is fully developed featuring a great kitchen/dining area, 2 good sized bedrooms, 4 pc bath and it's own laundry area so this basement is the perfect place for your teenagers and their friends or use it as an illegal suite. With lots of room in the backyard for the children to play and within walking distance to schools and the amenities in Auburn Bay-this home is a great family choice! (Stove is new)",SINGLE_FAMILY,50.897594,2222.0,-113.95412,740000,2013.0
2227 E Broadview Rd NW,T2N3J3,5.0,5.0,2022-11-18,"Welcome to West Hillhurst! This is your opportunity to own in one of Calgary’s most vibrant and desirable communities.  Exceptional quality and finishing throughout. This Hickerson Contracting built home was thoughtfully designed with modern luxury and efficiency. Finished top to bottom, offering 5 bedrooms and 4.5 bathrooms with over 2875 SQ.FT of living space. Custom-built pantry, powder room, broom storage, exquisite finishing, and detailing. The open floor plans flow nicely, creating the perfect space for entertaining or family gatherings. Impressive details such as white oak engineered hardwood floors on the main level, floor-to-ceiling large quartz tiled fireplace and more. Triple pane windows throughout guarantee calmness from the outside while providing extra energy savings. Get inspired in the gourmet kitchen with a huge waterfall island, stainless steel appliances, soft-close custom cabinets, and quartz countertops. Leaving the main floor to the rear door you are led onto the south-facing 9 x 15 composite deck, down the two stairs through your yard, and into the double-car garage. Ascending to the upper level, the finished metal spindles and custom handrails dress up the stairwell, which brings you to find 2 bedrooms and a shared bath. Let your stress of the day go to your spacious sun-drenched primary retreat, with a walk-in closet. The spa-like ensuite features a walk-in shower, beautiful Volakas Grigio profiled porcelain tiles and heated flooring. Making your way up to the top floor you will find an unrivaled, unmatched 3rd floor. This impressive bonus space that overlooks the mighty Bow River with a panorama of the south face affords you a near 190- degree obstructed view, from sunrise to sunset!.This level can be a much sought after executive suite, offering an En-suite bath that flows into an extra bedroom or an office with a wet bar close at hand. The basement is completely finished and includes an additional 5th bedroom with a full bath, an entertainment area, and hydronic in-floor heated roughed-in. Anyone will appreciate details like the back alley of this home as it immediately opens to a small park and within seconds you are on the bike path. To the left of you, no more than 200 meters lies the bicycle bridge that takes you and your family over Memorial drive to the Bow River and its bike paths, and to the right, 200 meters down is an off-leash dog park and kids park with ice rink come the winter. This location doesn’t get much better than this. Too many details to list, this home truly must be seen to be appreciated. The possibilities are endless. West Hillhurst brings the inner-city vibe, enjoys unique restaurants, local shopping, arts and culture,  easy access to downtown and other trendy areas such as Kensington. Great schools within walking distance, including SAIT, an expansive pathway system and more. Hillhurst is a dynamic community with so much to offer to professionals and families alike. Call now to view this spectacular Home!.",MULTI_FAMILY,51.050076,2182.0,-114.11208,1175000,2022.0
221 S 6th Ave SE #1009,T2G4Z9,1.0,1.0,2022-12-08,"Attention first-time home buyers and investors, this excellent investment property is located in the heart of downtown and just steps to the Bow River, Eau Claire area, downtown core, walking distance to Super Store, ride with LRT Free Zone, convenient store downstairs and everything else that comes with downtown living.  Pet lover- do you have hard time find a place to live with your fur friend?  here is your destination. This building allowed 1 pet under 20 Ib.  There’s a sauna, squash court, and exercise room in the building which located on the fifth floor, it  will be perfect for you to stay active. This unit features breathtaking views from every room, including the massive 13x11 primary bedroom. You will also find a large den area perfect for a home office and a sizable 4pc bathroom. This unit also features a substantial 7x27 patio, perfect for watching both sunsets and sunrises.  Please book your private showing today!",APARTMENT,51.04718,,-114.05878,199900,1980.0
151 Legacy Main St SE #8306,T2X4A4,2.0,2.0,2022-12-14,"Located in the coveted community of Legacy, this brand new, third floor, aprtment - with more then $12K worth of upgrades - is truly a masterpiece! ! The unit boasts an open floor plan and is very well appointed throughout. Kitchen is very spacious and functional, offering a lots of cupboard and counterspace and brand new stainless steal appliances. the large island is perfect for entertaining family or guests. Next to the kitchen there is room for a good sized dining table. The living room is well proportioned, inundated with natural light, and connected to the balcony. The master bedroom is large and boasts a walk-though closet and a 4-piece bathroom. A second bedroom/den is of the same size as the primary bedroom but lacks a window to the outside. There is a second 4-piece bathroom in the main area, a large storage space, and in-unit laundry.  The unit also offers underground parking and a storage locker. Close to transportation, amenities, recreation, shopping, entertainment, and so much more!",APARTMENT,50.86074,732.0,-114.02384,289900,2021.0
97 Taralake Ter E,T3J0A3,3.0,3.0,2022-11-16,"Welcome to the quiet street of Taralake Terrace in the community of Taradale. This detached home offers over 1200 sq feet of above grade living space with 3 bedrooms and 2.5 baths. The main floor  features a spacious living room with large windows.  The modern kitchen showcases granite countertops, wood cabinetry, dark appliances, separate pantry, and is adjacent to a dining area. A 2pc bath completes the main. Upstairs you will find 3 generous sized bedrooms, including a primary suite with 4pc ensuite and double closets. Head downstairs to see the partially finished basement where you will find another large family room. Double detached garage allows 2 vehicles with room for extra storage. The private backyard is fenced and fully landscaped. Location is great with close proximity to schools, parks, playgrounds, restaurants, and shopping. Excellent family home or perfect opportunity for anyone looking for an investment property. Book your private viewing today!",SINGLE_FAMILY,51.122845,1262.0,-113.932945,474900,2005.0
24 S Abingdon Cres NE,T2A6S3,2.0,3.0,2022-11-28,"Attention First Time Buyers or those needing a Quick Possession!!  This wonderful 2+1 Bedroom Bi-Level in Abbeydale is located between Memorial Drive and 16th Avenue with easy access to Stoney Trail. Short walking distance to Transportation, Shopping, Schools and a wonderful playground just down the street. The Main floor features a front entrance which leads to a large south-facing Living Room with an adjacent Dining room and Kitchen. Updated Appliances incl a new Dishwasher Dec 2022 . Down the hall is the Master Bedroom and a good-sized 2nd Bedroom and newly renovated four-piece Bathroom. A convenient side entrance provides easy access to both levels. The Fully developed Basement features a large Family Room, 3-piece bath with older style Walk-in shower, Laundry Room and an expanded large Bedroom. (could be divided into 2 bedrooms if you want). Both the Family room and the Bedroom have typical large Bi-Level windows allowing tons of light in. Brand New Carpet (Nov 2022) completes the very functional basement. The back yard features a large, raised deck and a garden shed. If you prefer off-street parking, the paved back alley allows for easy access to the back yard where there is room to restore a parking stall with a nearby electrical outlet still in place, as well as plenty of off-street parking. Book your showing today.",SINGLE_FAMILY,51.064762,,-113.92882,359900,1980.0
